direction,gap_time,gap_edge,gap_far_edge,outcome,sl,tp1,tp2,gap_time_thai
1,2024-04-26 07:30:00,2343.045,2341.478,against_bias,,,,2024-04-26 14:30:00
-1,2024-04-26 11:45:00,2345.458,2346.008,against_bias,,,,2024-04-26 18:45:00
-1,2024-04-26 13:30:00,2343.805,2344.505,against_bias,,,,2024-04-26 20:30:00
-1,2024-04-26 13:45:00,2341.395,2341.505,against_bias,,,,2024-04-26 20:45:00
-1,2024-04-26 14:45:00,2335.185,2338.625,against_bias,,,,2024-04-26 21:45:00
1,2024-04-26 15:45:00,2335.655,2334.595,no_room,,,,2024-04-26 22:45:00
1,2024-04-29 07:15:00,2331.105,2329.135,against_bias,,,,2024-04-29 14:15:00
1,2024-04-29 07:30:00,2332.905,2332.335,against_bias,,,,2024-04-29 14:30:00
1,2024-04-29 07:45:00,2334.598,2333.655,against_bias,,,,2024-04-29 14:45:00
1,2024-04-29 09:45:00,2339.585,2338.498,against_bias,,,,2024-04-29 16:45:00
1,2024-04-29 10:00:00,2341.928,2339.595,against_bias,,,,2024-04-29 17:00:00
-1,2024-04-29 11:45:00,2339.538,2340.485,no_room,,,,2024-04-29 18:45:00
-1,2024-04-29 12:00:00,2337.428,2338.258,no_room,,,,2024-04-29 19:00:00
-1,2024-04-29 12:30:00,2334.035,2334.795,no_room,,,,2024-04-29 19:30:00
-1,2024-04-30 07:30:00,2318.225,2319.575,no_room,,,,2024-04-30 14:30:00
-1,2024-04-30 08:30:00,2315.085,2316.015,no_room,,,,2024-04-30 15:30:00
1,2024-04-30 09:15:00,2313.765,2313.425,against_bias,,,,2024-04-30 16:15:00
1,2024-04-30 13:45:00,2307.215,2306.645,against_bias,,,,2024-04-30 20:45:00
-1,2024-04-30 14:15:00,2306.865,2307.215,no_room,,,,2024-04-30 21:15:00
1,2024-05-01 09:45:00,2289.255,2288.235,against_bias,,,,2024-05-01 16:45:00
1,2024-05-01 11:30:00,2293.898,2293.645,against_bias,,,,2024-05-01 18:30:00
1,2024-05-01 13:30:00,2299.368,2298.365,against_bias,,,,2024-05-01 20:30:00
1,2024-05-01 14:15:00,2303.535,2303.325,against_bias,,,,2024-05-01 21:15:00
1,2024-05-01 15:30:00,2306.765,2305.745,against_bias,,,,2024-05-01 22:30:00
-1,2024-05-02 07:15:00,2312.175,2312.378,no_room,,,,2024-05-02 14:15:00
-1,2024-05-02 08:15:00,2307.975,2308.495,no_room,,,,2024-05-02 15:15:00
-1,2024-05-02 09:30:00,2301.908,2303.155,signal,2305.6127285714283,2295.7557285714283,2289.6034571428568,2024-05-02 16:30:00
-1,2024-05-02 10:15:00,2298.335,2300.705,no_room,,,,2024-05-02 17:15:00
1,2024-05-02 11:00:00,2298.345,2297.915,against_bias,,,,2024-05-02 18:00:00
-1,2024-05-02 13:00:00,2295.045,2298.115,no_room,,,,2024-05-02 20:00:00
-1,2024-05-02 13:15:00,2290.978,2293.455,no_room,,,,2024-05-02 20:15:00
1,2024-05-02 14:30:00,2295.278,2294.215,against_bias,,,,2024-05-02 21:30:00
1,2024-05-02 14:45:00,2299.815,2299.355,against_bias,,,,2024-05-02 21:45:00
-1,2024-05-03 07:00:00,2299.825,2300.415,sl_too_tight,,,,2024-05-03 14:00:00
-1,2024-05-03 13:45:00,2293.274,2300.085,no_room,,,,2024-05-03 20:45:00
1,2024-05-06 07:30:00,2316.165,2314.385,against_bias,,,,2024-05-06 14:30:00
1,2024-05-06 07:45:00,2321.075,2316.778,no_room,,,,2024-05-06 14:45:00
1,2024-05-06 10:00:00,2319.715,2319.265,no_room,,,,2024-05-06 17:00:00
-1,2024-05-06 11:45:00,2318.625,2319.755,against_bias,,,,2024-05-06 18:45:00
1,2024-05-06 12:45:00,2322.995,2318.065,no_room,,,,2024-05-06 19:45:00
-1,2024-05-07 08:15:00,2315.648,2317.895,against_bias,,,,2024-05-07 15:15:00
-1,2024-05-07 09:45:00,2314.535,2314.885,against_bias,,,,2024-05-07 16:45:00
-1,2024-05-07 12:00:00,2312.885,2313.668,against_bias,,,,2024-05-07 19:00:00
1,2024-05-07 12:45:00,2314.048,2313.945,signal,2310.146014285714,2320.279014285714,2326.510028571428,2024-05-07 19:45:00
1,2024-05-07 13:15:00,2317.885,2317.228,no_room,,,,2024-05-07 20:15:00
-1,2024-05-08 07:15:00,2313.355,2313.535,no_room,,,,2024-05-08 14:15:00
-1,2024-05-08 07:30:00,2312.425,2312.695,sl_too_tight,,,,2024-05-08 14:30:00
-1,2024-05-08 07:45:00,2310.698,2311.185,sl_too_tight,,,,2024-05-08 14:45:00
-1,2024-05-08 08:00:00,2306.685,2309.715,no_room,,,,2024-05-08 15:00:00
1,2024-05-08 10:15:00,2312.415,2311.355,against_bias,,,,2024-05-08 17:15:00
1,2024-05-08 10:30:00,2315.218,2313.425,against_bias,,,,2024-05-08 17:30:00
-1,2024-05-08 13:30:00,2312.475,2312.695,no_room,,,,2024-05-08 20:30:00
1,2024-05-08 14:15:00,2312.235,2312.175,against_bias,,,,2024-05-08 21:15:00
1,2024-05-08 14:30:00,2315.145,2312.885,against_bias,,,,2024-05-08 21:30:00
-1,2024-05-09 07:15:00,2313.695,2313.925,sl_too_tight,,,,2024-05-09 14:15:00
-1,2024-05-09 07:30:00,2311.615,2312.325,no_room,,,,2024-05-09 14:30:00
-1,2024-05-09 07:45:00,2310.065,2310.085,no_room,,,,2024-05-09 14:45:00
1,2024-05-09 08:15:00,2311.075,2310.065,against_bias,,,,2024-05-09 15:15:00
-1,2024-05-09 09:30:00,2309.595,2309.725,sl_too_tight,,,,2024-05-09 16:30:00
-1,2024-05-09 09:45:00,2308.855,2308.925,sl_too_tight,,,,2024-05-09 16:45:00
1,2024-05-09 10:45:00,2310.585,2310.205,against_bias,,,,2024-05-09 17:45:00
1,2024-05-09 12:00:00,2314.655,2314.085,against_bias,,,,2024-05-09 19:00:00
1,2024-05-09 12:30:00,2317.685,2317.528,against_bias,,,,2024-05-09 19:30:00
1,2024-05-09 12:45:00,2325.365,2319.375,no_room,,,,2024-05-09 19:45:00
-1,2024-05-09 13:15:00,2318.455,2325.365,against_bias,,,,2024-05-09 20:15:00
1,2024-05-09 14:00:00,2323.175,2321.545,no_room,,,,2024-05-09 21:00:00
1,2024-05-09 14:15:00,2331.895,2324.958,no_room,,,,2024-05-09 21:15:00
1,2024-05-10 07:00:00,2368.375,2366.225,signal,2360.701442857143,2383.7221142857143,2399.0692285714285,2024-05-10 14:00:00
-1,2024-05-10 07:30:00,2367.864,2368.375,against_bias,,,,2024-05-10 14:30:00
1,2024-05-10 09:00:00,2369.438,2368.758,sl_too_tight,,,,2024-05-10 16:00:00
1,2024-05-10 10:30:00,2375.325,2373.888,signal,2371.2272785714285,2383.5204428571424,2391.715885714285,2024-05-10 17:30:00
-1,2024-05-10 12:30:00,2369.745,2371.995,against_bias,,,,2024-05-10 19:30:00
1,2024-05-10 15:30:00,2362.438,2361.995,no_room,,,,2024-05-10 22:30:00
-1,2024-05-13 08:30:00,2344.535,2348.065,signal,2350.556757142857,2338.423757142857,2332.3125142857143,2024-05-13 15:30:00
-1,2024-05-13 09:30:00,2341.395,2342.855,no_room,,,,2024-05-13 16:30:00
-1,2024-05-13 11:15:00,2341.525,2342.105,sl_too_tight,,,,2024-05-13 18:15:00
1,2024-05-13 11:45:00,2342.165,2341.525,against_bias,,,,2024-05-13 18:45:00
-1,2024-05-13 13:45:00,2344.985,2345.475,no_room,,,,2024-05-13 20:45:00
-1,2024-05-13 15:15:00,2338.325,2342.145,no_room,,,,2024-05-13 22:15:00
1,2024-05-14 08:45:00,2340.075,2340.045,against_bias,,,,2024-05-14 15:45:00
1,2024-05-14 09:00:00,2343.595,2341.068,against_bias,,,,2024-05-14 16:00:00
1,2024-05-14 09:15:00,2345.428,2343.808,against_bias,,,,2024-05-14 16:15:00
-1,2024-05-14 11:30:00,2344.118,2344.438,sl_too_tight,,,,2024-05-14 18:30:00
-1,2024-05-14 15:15:00,2351.915,2351.935,sl_too_tight,,,,2024-05-14 22:15:00
1,2024-05-15 07:15:00,2361.655,2358.785,no_room,,,,2024-05-15 14:15:00
1,2024-05-15 08:30:00,2368.405,2364.385,signal,2362.000742857143,2378.1107428571427,2387.816485714285,2024-05-15 15:30:00
1,2024-05-15 08:45:00,2371.325,2368.798,no_room,,,,2024-05-15 15:45:00
1,2024-05-15 09:00:00,2372.605,2372.345,signal,2368.1429571428575,2378.102957142857,2383.600914285714,2024-05-15 16:00:00
-1,2024-05-15 09:30:00,2372.365,2372.605,against_bias,,,,2024-05-15 16:30:00
-1,2024-05-15 09:45:00,2369.658,2371.285,against_bias,,,,2024-05-15 16:45:00
-1,2024-05-15 10:45:00,2368.135,2368.835,against_bias,,,,2024-05-15 17:45:00
-1,2024-05-15 11:00:00,2366.165,2367.185,against_bias,,,,2024-05-15 18:00:00
1,2024-05-15 12:45:00,2371.745,2363.375,no_room,,,,2024-05-15 19:45:00
1,2024-05-15 14:30:00,2366.215,2363.935,no_room,,,,2024-05-15 21:30:00
1,2024-05-15 15:00:00,2372.978,2370.975,no_room,,,,2024-05-15 22:00:00
1,2024-05-15 15:15:00,2380.165,2373.675,no_room,,,,2024-05-15 22:15:00
1,2024-05-16 07:30:00,2387.955,2387.925,signal,2384.304692857143,2391.7946928571428,2395.6343857142856,2024-05-16 14:30:00
-1,2024-05-16 08:15:00,2388.435,2388.778,against_bias,,,,2024-05-16 15:15:00
-1,2024-05-16 08:30:00,2387.405,2388.365,against_bias,,,,2024-05-16 15:30:00
-1,2024-05-16 09:30:00,2385.685,2385.905,against_bias,,,,2024-05-16 16:30:00
-1,2024-05-16 10:30:00,2383.145,2383.885,against_bias,,,,2024-05-16 17:30:00
1,2024-05-16 11:00:00,2384.305,2383.145,signal,2380.568871428571,2391.7772571428573,2399.2495142857147,2024-05-16 18:00:00
1,2024-05-16 15:15:00,2376.805,2375.405,no_room,,,,2024-05-16 22:15:00
1,2024-05-16 15:30:00,2379.748,2378.078,signal,2372.4848785714285,2391.5248785714284,2403.301757142857,2024-05-16 22:30:00
-1,2024-05-17 07:45:00,2384.608,2385.615,against_bias,,,,2024-05-17 14:45:00
1,2024-05-17 10:45:00,2385.185,2383.635,signal,2381.9268214285717,2391.7013571428565,2398.217714285713,2024-05-17 17:45:00
1,2024-05-17 13:00:00,2393.235,2391.295,no_room,,,,2024-05-17 20:00:00
1,2024-05-17 13:15:00,2399.445,2393.945,no_room,,,,2024-05-17 20:15:00
1,2024-05-17 14:45:00,2408.785,2407.788,signal,2400.443385714286,2417.2233857142855,2425.6617714285712,2024-05-17 21:45:00
1,2024-05-20 09:15:00,2443.408,2440.365,signal,2437.244114285714,2455.7357714285713,2468.0635428571427,2024-05-20 16:15:00
-1,2024-05-20 09:45:00,2443.185,2443.408,against_bias,,,,2024-05-20 16:45:00
-1,2024-05-20 10:45:00,2437.928,2439.035,against_bias,,,,2024-05-20 17:45:00
-1,2024-05-20 11:30:00,2433.485,2433.648,against_bias,,,,2024-05-20 18:30:00
-1,2024-05-20 12:15:00,2423.175,2427.575,against_bias,,,,2024-05-20 19:15:00
1,2024-05-20 15:00:00,2421.498,2421.175,signal,2415.729742857143,2430.649742857143,2439.8014857142857,2024-05-20 22:00:00
1,2024-05-21 07:30:00,2416.255,2414.275,no_room,,,,2024-05-21 14:30:00
1,2024-05-21 07:45:00,2417.495,2416.975,no_room,,,,2024-05-21 14:45:00
1,2024-05-21 11:00:00,2418.715,2417.825,signal,2415.0581857142856,2426.028628571429,2433.342257142858,2024-05-21 18:00:00
1,2024-05-21 12:00:00,2422.285,2421.035,signal,2418.5875928571427,2429.679814285714,2437.0746285714285,2024-05-21 19:00:00
1,2024-05-21 12:30:00,2425.408,2424.788,signal,2421.938021428571,2431.0380214285715,2436.668042857143,2024-05-21 19:30:00
1,2024-05-21 15:00:00,2429.308,2429.238,no_room,,,,2024-05-21 22:00:00
-1,2024-05-21 15:45:00,2425.195,2427.245,against_bias,,,,2024-05-21 22:45:00
1,2024-05-22 10:00:00,2416.845,2415.695,against_bias,,,,2024-05-22 17:00:00
-1,2024-05-22 10:30:00,2415.945,2416.845,signal,2419.4984357142857,2408.838128571429,2401.731257142858,2024-05-22 17:30:00
-1,2024-05-22 11:45:00,2409.925,2411.705,no_room,,,,2024-05-22 18:45:00
-1,2024-05-22 14:15:00,2395.415,2408.005,signal,2413.1720714285716,2374.3950714285716,2353.375142857143,2024-05-22 21:15:00
-1,2024-05-22 14:30:00,2389.675,2393.205,no_room,,,,2024-05-22 21:30:00
-1,2024-05-23 07:45:00,2358.815,2361.335,no_room,,,,2024-05-23 14:45:00
-1,2024-05-23 08:00:00,2357.685,2358.375,no_room,,,,2024-05-23 15:00:00
1,2024-05-23 08:45:00,2358.495,2357.085,against_bias,,,,2024-05-23 15:45:00
1,2024-05-23 10:00:00,2363.425,2362.745,against_bias,,,,2024-05-23 17:00:00
1,2024-05-23 10:15:00,2364.615,2364.168,against_bias,,,,2024-05-23 17:15:00
-1,2024-05-23 12:45:00,2364.165,2366.148,no_room,,,,2024-05-23 19:45:00
-1,2024-05-23 14:30:00,2350.895,2352.0,no_room,,,,2024-05-23 21:30:00
1,2024-05-24 08:45:00,2339.405,2338.565,against_bias,,,,2024-05-24 15:45:00
1,2024-05-24 10:30:00,2339.925,2339.425,against_bias,,,,2024-05-24 17:30:00
-1,2024-05-24 15:30:00,2335.885,2337.615,no_room,,,,2024-05-24 22:30:00
-1,2024-05-27 07:00:00,2341.405,2342.785,no_room,,,,2024-05-27 14:00:00
-1,2024-05-27 07:45:00,2339.465,2339.725,sl_too_tight,,,,2024-05-27 14:45:00
1,2024-05-27 08:15:00,2341.178,2339.465,against_bias,,,,2024-05-27 15:15:00
1,2024-05-27 08:30:00,2342.105,2341.528,against_bias,,,,2024-05-27 15:30:00
1,2024-05-27 12:30:00,2347.495,2345.618,against_bias,,,,2024-05-27 19:30:00
1,2024-05-27 13:30:00,2348.688,2347.915,against_bias,,,,2024-05-27 20:30:00
1,2024-05-27 13:45:00,2351.835,2351.525,no_room,,,,2024-05-27 20:45:00
1,2024-05-27 14:00:00,2354.515,2353.035,no_room,,,,2024-05-27 21:00:00
-1,2024-05-27 15:00:00,2354.808,2355.235,against_bias,,,,2024-05-27 22:00:00
-1,2024-05-28 08:15:00,2341.985,2342.755,against_bias,,,,2024-05-28 15:15:00
1,2024-05-28 11:45:00,2345.705,2345.155,sl_too_tight,,,,2024-05-28 18:45:00
1,2024-05-28 12:15:00,2349.875,2348.348,no_room,,,,2024-05-28 19:15:00
1,2024-05-28 12:30:00,2353.148,2350.925,no_room,,,,2024-05-28 19:30:00
1,2024-05-28 13:15:00,2356.525,2355.475,no_room,,,,2024-05-28 20:15:00
1,2024-05-28 13:30:00,2357.025,2356.835,no_room,,,,2024-05-28 20:30:00
-1,2024-05-28 14:00:00,2354.735,2357.025,against_bias,,,,2024-05-28 21:00:00
1,2024-05-28 15:30:00,2356.785,2356.105,no_room,,,,2024-05-28 22:30:00
1,2024-05-28 15:45:00,2359.685,2359.615,no_room,,,,2024-05-28 22:45:00
-1,2024-05-29 07:30:00,2353.465,2353.775,against_bias,,,,2024-05-29 14:30:00
-1,2024-05-29 09:00:00,2345.515,2345.825,against_bias,,,,2024-05-29 16:00:00
-1,2024-05-29 09:15:00,2343.995,2344.795,against_bias,,,,2024-05-29 16:15:00
-1,2024-05-29 11:15:00,2345.445,2345.745,against_bias,,,,2024-05-29 18:15:00
-1,2024-05-29 12:00:00,2342.185,2342.925,against_bias,,,,2024-05-29 19:00:00
1,2024-05-30 07:00:00,2332.155,2329.975,against_bias,,,,2024-05-30 14:00:00
1,2024-05-30 07:15:00,2334.425,2332.975,against_bias,,,,2024-05-30 14:15:00
-1,2024-05-30 09:45:00,2333.255,2334.325,no_room,,,,2024-05-30 16:45:00
1,2024-05-30 10:45:00,2334.878,2332.928,no_room,,,,2024-05-30 17:45:00
1,2024-05-30 11:00:00,2338.065,2335.095,no_room,,,,2024-05-30 18:00:00
-1,2024-05-30 12:00:00,2336.525,2336.585,against_bias,,,,2024-05-30 19:00:00
1,2024-05-30 13:45:00,2345.325,2344.575,no_room,,,,2024-05-30 20:45:00
-1,2024-05-30 14:45:00,2347.265,2347.498,against_bias,,,,2024-05-30 21:45:00
-1,2024-05-30 15:00:00,2345.598,2345.825,against_bias,,,,2024-05-30 22:00:00
-1,2024-05-31 07:45:00,2342.255,2342.865,against_bias,,,,2024-05-31 14:45:00
1,2024-05-31 12:45:00,2350.184,2344.935,no_room,,,,2024-05-31 19:45:00
1,2024-05-31 13:00:00,2353.775,2352.505,no_room,,,,2024-05-31 20:00:00
-1,2024-05-31 14:00:00,2348.945,2350.135,against_bias,,,,2024-05-31 21:00:00
-1,2024-05-31 15:15:00,2332.665,2334.018,no_room,,,,2024-05-31 22:15:00
1,2024-06-03 07:00:00,2322.095,2319.015,against_bias,,,,2024-06-03 14:00:00
1,2024-06-03 07:15:00,2324.615,2322.705,against_bias,,,,2024-06-03 14:15:00
1,2024-06-03 10:45:00,2329.798,2329.128,against_bias,,,,2024-06-03 17:45:00
-1,2024-06-03 11:45:00,2330.674,2330.745,sl_too_tight,,,,2024-06-03 18:45:00
1,2024-06-03 12:30:00,2331.298,2329.895,against_bias,,,,2024-06-03 19:30:00
1,2024-06-03 14:15:00,2336.455,2334.625,no_room,,,,2024-06-03 21:15:00
-1,2024-06-04 07:00:00,2345.015,2346.455,against_bias,,,,2024-06-04 14:00:00
-1,2024-06-04 08:00:00,2339.625,2341.145,no_room,,,,2024-06-04 15:00:00
-1,2024-06-04 08:15:00,2336.955,2339.008,no_room,,,,2024-06-04 15:15:00
-1,2024-06-04 09:15:00,2332.035,2332.185,no_room,,,,2024-06-04 16:15:00
-1,2024-06-04 10:45:00,2331.168,2332.255,no_room,,,,2024-06-04 17:45:00
-1,2024-06-04 11:00:00,2329.635,2331.025,no_room,,,,2024-06-04 18:00:00
-1,2024-06-04 11:15:00,2328.245,2329.0,no_room,,,,2024-06-04 18:15:00
1,2024-06-04 12:30:00,2331.468,2329.745,against_bias,,,,2024-06-04 19:30:00
-1,2024-06-04 13:45:00,2329.045,2333.855,no_room,,,,2024-06-04 20:45:00
1,2024-06-04 15:15:00,2324.275,2320.995,against_bias,,,,2024-06-04 22:15:00
1,2024-06-05 10:45:00,2333.165,2331.865,against_bias,,,,2024-06-05 17:45:00
1,2024-06-05 12:45:00,2338.005,2337.924,no_room,,,,2024-06-05 19:45:00
1,2024-06-05 13:00:00,2339.545,2338.458,no_room,,,,2024-06-05 20:00:00
1,2024-06-05 14:30:00,2344.918,2344.905,no_room,,,,2024-06-05 21:30:00
1,2024-06-05 15:15:00,2350.005,2349.598,no_room,,,,2024-06-05 22:15:00
1,2024-06-06 07:00:00,2366.768,2366.458,no_room,,,,2024-06-06 14:00:00
-1,2024-06-06 07:30:00,2366.705,2366.768,against_bias,,,,2024-06-06 14:30:00
-1,2024-06-06 07:45:00,2364.095,2365.445,against_bias,,,,2024-06-06 14:45:00
1,2024-06-06 09:00:00,2362.715,2362.385,no_room,,,,2024-06-06 16:00:00
-1,2024-06-06 09:30:00,2361.145,2362.715,against_bias,,,,2024-06-06 16:30:00
1,2024-06-06 13:30:00,2359.525,2358.585,no_room,,,,2024-06-06 20:30:00
1,2024-06-06 15:15:00,2369.475,2366.195,no_room,,,,2024-06-06 22:15:00
1,2024-06-06 15:30:00,2373.498,2370.958,no_room,,,,2024-06-06 22:30:00
-1,2024-06-07 07:45:00,2374.495,2374.778,against_bias,,,,2024-06-07 14:45:00
-1,2024-06-07 08:15:00,2357.535,2372.738,against_bias,,,,2024-06-07 15:15:00
-1,2024-06-07 08:45:00,2348.055,2350.775,no_room,,,,2024-06-07 15:45:00
-1,2024-06-07 12:45:00,2320.025,2330.245,no_room,,,,2024-06-07 19:45:00
-1,2024-06-07 13:45:00,2317.425,2319.625,no_room,,,,2024-06-07 20:45:00
-1,2024-06-07 14:00:00,2315.035,2316.558,no_room,,,,2024-06-07 21:00:00
1,2024-06-07 14:30:00,2316.098,2315.035,against_bias,,,,2024-06-07 21:30:00
-1,2024-06-07 15:00:00,2315.445,2316.098,no_room,,,,2024-06-07 22:00:00
-1,2024-06-07 15:30:00,2309.975,2311.215,no_room,,,,2024-06-07 22:30:00
1,2024-06-10 07:30:00,2294.325,2293.065,against_bias,,,,2024-06-10 14:30:00
-1,2024-06-10 09:00:00,2294.315,2294.755,no_room,,,,2024-06-10 16:00:00
1,2024-06-10 09:30:00,2295.195,2294.315,against_bias,,,,2024-06-10 16:30:00
1,2024-06-10 11:00:00,2297.798,2297.318,against_bias,,,,2024-06-10 18:00:00
1,2024-06-10 12:00:00,2303.025,2301.225,no_room,,,,2024-06-10 19:00:00
1,2024-06-11 08:15:00,2304.745,2304.435,sl_too_tight,,,,2024-06-11 15:15:00
1,2024-06-11 10:00:00,2305.155,2303.935,no_room,,,,2024-06-11 17:00:00
1,2024-06-11 12:00:00,2307.505,2307.335,sl_too_tight,,,,2024-06-11 19:00:00
1,2024-06-11 12:15:00,2310.895,2307.595,no_room,,,,2024-06-11 19:15:00
1,2024-06-11 12:30:00,2314.245,2312.315,no_room,,,,2024-06-11 19:30:00
1,2024-06-11 12:45:00,2316.935,2315.408,no_room,,,,2024-06-11 19:45:00
-1,2024-06-11 15:15:00,2313.845,2314.225,against_bias,,,,2024-06-11 22:15:00
-1,2024-06-12 07:15:00,2314.345,2314.465,against_bias,,,,2024-06-12 14:15:00
-1,2024-06-12 07:30:00,2312.895,2313.645,against_bias,,,,2024-06-12 14:30:00
1,2024-06-12 08:00:00,2313.785,2312.895,sl_too_tight,,,,2024-06-12 15:00:00
-1,2024-06-12 08:30:00,2313.195,2313.785,against_bias,,,,2024-06-12 15:30:00
1,2024-06-12 09:15:00,2313.985,2313.018,no_room,,,,2024-06-12 16:15:00
1,2024-06-12 12:45:00,2329.325,2316.055,no_room,,,,2024-06-12 19:45:00
1,2024-06-12 13:00:00,2335.695,2330.405,no_room,,,,2024-06-12 20:00:00
-1,2024-06-12 13:45:00,2329.805,2335.785,against_bias,,,,2024-06-12 20:45:00
1,2024-06-12 15:30:00,2328.855,2328.795,no_room,,,,2024-06-12 22:30:00
1,2024-06-12 15:45:00,2330.158,2330.038,no_room,,,,2024-06-12 22:45:00
-1,2024-06-13 08:15:00,2316.075,2316.445,against_bias,,,,2024-06-13 15:15:00
1,2024-06-13 10:15:00,2317.135,2315.695,no_room,,,,2024-06-13 17:15:00
-1,2024-06-13 11:00:00,2316.528,2318.128,against_bias,,,,2024-06-13 18:00:00
-1,2024-06-13 11:15:00,2314.125,2316.168,against_bias,,,,2024-06-13 18:15:00
-1,2024-06-13 11:30:00,2311.378,2312.235,against_bias,,,,2024-06-13 18:30:00
-1,2024-06-13 11:45:00,2307.348,2309.635,no_room,,,,2024-06-13 18:45:00
1,2024-06-13 12:45:00,2315.788,2308.235,against_bias,,,,2024-06-13 19:45:00
-1,2024-06-13 14:00:00,2314.278,2317.905,no_room,,,,2024-06-13 21:00:00
-1,2024-06-13 15:15:00,2310.335,2310.738,no_room,,,,2024-06-13 22:15:00
1,2024-06-14 07:45:00,2312.765,2312.295,against_bias,,,,2024-06-14 14:45:00
1,2024-06-14 08:00:00,2314.675,2313.845,against_bias,,,,2024-06-14 15:00:00
1,2024-06-14 08:15:00,2318.075,2316.548,against_bias,,,,2024-06-14 15:15:00
1,2024-06-14 09:45:00,2319.555,2317.785,against_bias,,,,2024-06-14 16:45:00
1,2024-06-14 10:00:00,2320.825,2319.875,against_bias,,,,2024-06-14 17:00:00
1,2024-06-14 10:15:00,2323.465,2322.575,against_bias,,,,2024-06-14 17:15:00
1,2024-06-14 10:30:00,2325.978,2324.675,against_bias,,,,2024-06-14 17:30:00
1,2024-06-14 11:45:00,2331.465,2330.028,no_room,,,,2024-06-14 18:45:00
1,2024-06-17 08:15:00,2319.775,2319.255,no_room,,,,2024-06-17 15:15:00
1,2024-06-17 10:15:00,2321.255,2320.885,sl_too_tight,,,,2024-06-17 17:15:00
1,2024-06-17 13:15:00,2323.035,2321.008,no_room,,,,2024-06-17 20:15:00
-1,2024-06-17 13:45:00,2321.475,2323.035,against_bias,,,,2024-06-17 20:45:00
1,2024-06-17 14:30:00,2323.785,2321.315,no_room,,,,2024-06-17 21:30:00
-1,2024-06-17 15:30:00,2319.555,2322.445,against_bias,,,,2024-06-17 22:30:00
-1,2024-06-17 15:45:00,2313.185,2319.325,no_room,,,,2024-06-17 22:45:00
-1,2024-06-18 07:45:00,2317.138,2317.905,sl_too_tight,,,,2024-06-18 14:45:00
-1,2024-06-18 08:00:00,2315.364,2316.205,no_room,,,,2024-06-18 15:00:00
-1,2024-06-18 08:15:00,2314.425,2314.865,sl_too_tight,,,,2024-06-18 15:15:00
-1,2024-06-18 10:30:00,2310.075,2310.858,sl_too_tight,,,,2024-06-18 17:30:00
1,2024-06-18 12:00:00,2311.795,2311.455,against_bias,,,,2024-06-18 19:00:00
1,2024-06-18 14:00:00,2322.755,2321.458,no_room,,,,2024-06-18 21:00:00
1,2024-06-19 07:00:00,2329.705,2329.485,sl_too_tight,,,,2024-06-19 14:00:00
1,2024-06-19 08:15:00,2333.338,2331.865,no_room,,,,2024-06-19 15:15:00
-1,2024-06-19 08:45:00,2332.975,2333.338,against_bias,,,,2024-06-19 15:45:00
-1,2024-06-19 09:15:00,2330.675,2331.775,against_bias,,,,2024-06-19 16:15:00
-1,2024-06-19 09:45:00,2329.205,2329.225,against_bias,,,,2024-06-19 16:45:00
-1,2024-06-19 11:00:00,2327.855,2328.265,against_bias,,,,2024-06-19 18:00:00
1,2024-06-19 11:30:00,2328.385,2327.855,sl_too_tight,,,,2024-06-19 18:30:00
-1,2024-06-19 12:30:00,2327.648,2329.245,against_bias,,,,2024-06-19 19:30:00
-1,2024-06-19 14:15:00,2327.665,2327.855,against_bias,,,,2024-06-19 21:15:00
1,2024-06-19 15:45:00,2327.828,2326.978,against_bias,,,,2024-06-19 22:45:00
-1,2024-06-20 08:00:00,2338.588,2340.985,against_bias,,,,2024-06-20 15:00:00
-1,2024-06-20 08:15:00,2334.215,2338.405,against_bias,,,,2024-06-20 15:15:00
1,2024-06-20 10:30:00,2337.005,2335.288,no_room,,,,2024-06-20 17:30:00
1,2024-06-20 10:45:00,2338.525,2337.478,no_room,,,,2024-06-20 17:45:00
1,2024-06-20 13:45:00,2343.135,2340.615,no_room,,,,2024-06-20 20:45:00
1,2024-06-20 14:00:00,2348.805,2345.258,no_room,,,,2024-06-20 21:00:00
1,2024-06-20 14:15:00,2349.605,2349.364,no_room,,,,2024-06-20 21:15:00
1,2024-06-20 14:30:00,2354.635,2353.785,no_room,,,,2024-06-20 21:30:00
-1,2024-06-20 15:30:00,2356.585,2357.318,against_bias,,,,2024-06-20 22:30:00
1,2024-06-21 07:45:00,2359.955,2358.045,no_room,,,,2024-06-21 14:45:00
1,2024-06-21 08:00:00,2362.558,2360.775,no_room,,,,2024-06-21 15:00:00
-1,2024-06-21 09:30:00,2364.585,2365.225,against_bias,,,,2024-06-21 16:30:00
1,2024-06-21 11:00:00,2363.415,2362.798,sl_too_tight,,,,2024-06-21 18:00:00
1,2024-06-21 11:15:00,2364.075,2363.545,sl_too_tight,,,,2024-06-21 18:15:00
-1,2024-06-21 12:30:00,2364.455,2365.848,against_bias,,,,2024-06-21 19:30:00
-1,2024-06-21 13:30:00,2355.915,2359.165,against_bias,,,,2024-06-21 20:30:00
-1,2024-06-21 13:45:00,2349.555,2353.618,no_room,,,,2024-06-21 20:45:00
-1,2024-06-21 14:00:00,2340.405,2348.945,no_room,,,,2024-06-21 21:00:00
